4.331805774268395481e+01,4.321764926108858162e+01,4.309368344686554764e+01,4.318057771080016494e+01
4.322463686376917735e+01,4.319303474970377010e+01,4.345780431696087476e+01,4.291078794485316905e+01
4.330144870283918124e+01,4.325316490527749380e+01,4.325159069962571579e+01,4.316197019475292507e+01
4.323829277812095739e+01,4.326857597709341974e+01,4.326290454973209876e+01,4.325733217778441997e+01
4.331148004385987349e+01,4.322021132069929195e+01,4.329536655262975131e+01,4.322262632147989336e+01
4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01
4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01
4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01
4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01
4.337934041591579160e+01,4.174900678637727935e+01,4.366161112194512839e+01,4.272722509855925210e+01
4.284174049677265828e+01,4.307259168252086567e+01,4.372491073738392231e+01,4.235019602933432026e+01
4.554547458222450018e+01,4.037349865159163187e+01,4.680909715503026547e+01,4.101896037810673334e+01
4.788657479331431688e+01,4.136741918216269198e+01,4.447196462113809901e+01,3.938023186377856177e+01
4.937569600586136431e+01,4.212849967443847277e+01,3.908784514350779205e+01,3.855039815657993074e+01
4.053285991706990643e+01,4.330487185370828485e+01,4.836557322087082156e+01,3.919318186404183990e+01
4.062468457702797053e+01,4.208354578308551908e+01,4.738086444101438843e+01,3.937720860245742927e+01
4.137465187723182680e+01,4.262899850991514938e+01,3.947270678798309973e+01,4.063283733839302414e+01
4.312598114094269164e+01,4.117133766208925039e+01,4.511316712770913284e+01,4.006282952701496214e+01
4.312495926024526227e+01,4.302396840992066274e+01,4.368170873856895753e+01,4.153984356282444423e+01
4.169089183800097942e+01,4.373949885375660784e+01,4.335558634696544544e+01,4.297834664435667662e+01
4.662907396596234122e+01,4.047378631266055748e+01,4.554856089156685073e+01,4.063587494857415550e+01
4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01
4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01,4.326151501017611167e+01
4.323935987607110576e+01,4.327727130515194176e+01,4.326717570678375324e+01,4.322941444307480907e+01
4.322932136231890610e+01,4.325701370459887585e+01,4.325366405384584567e+01,4.323745024798260062e+01
5.472955786847884241e+01,3.322054976339752841e+01,5.128012149122778851e+01,3.544648667632826289e+01
4.642956545982497119e+01,4.424485738722776063e+01,4.617836105479620556e+01,3.622806299326882140e+01
6.429233126755863736e+01,3.222273873510306430e+01,5.702233438018481593e+01,2.722171577476079207e+01
5.371193758673003060e+01,4.221293738908237714e+01,5.644449448272206382e+01,2.605963377939053416e+01
6.421034622964378968e+01,3.873677767322198662e+01,2.160035942027929323e+01,1.962263952320619964e+01
2.375215620839109576e+01,4.168708688992016675e+01,6.644079216312682945e+01,2.051564995655398249e+01
3.658691189381536901e+01,2.570874762651748568e+01,6.998570498520658134e+01,1.807967964867405186e+01
3.187857045759482588e+01,4.089344111635130474e+01,1.881896248335029398e+01,1.961310318388575880e+01
7.235811766992638638e+01,1.552350763611143236e+01,7.049449468982582800e+01,1.469141289642756121e+01
5.453302631597804861e+01,5.367568106120130977e+01,7.075637442928947962e+01,1.556164603637017407e+01
7.218291200190080303e+01,2.449071551267205749e+01,7.196152387573630449e+01,1.430184395624355531e+01
6.347103904538694508e+01,4.295600329526310190e+01,7.207818271644021024e+01,1.427477765813946320e+01
7.165853856569097502e+01,3.338151875341699792e+01,1.431330913019948525e+01,1.410598810460469821e+01
1.424568512707744006e+01,3.946027632708155153e+01,7.240911438800311828e+01,1.411472264702076274e+01
1.420345251876465298e+01,3.053783732854263633e+01,7.239631346562514125e+01,1.409204970896106701e+01
1.415101221840888002e+01,2.913944961037255865e+01,1.419499625726984959e+01,1.413473626302666020e+01
7.239142963545701548e+01,1.420471869695638745e+01,7.236607650427443161e+01,1.409233320764960240e+01
1.458955164371169033e+01,5.602863321324622348e+01,7.241271116891040549e+01,1.409399419689837529e+01
7.187665515177491216e+01,3.644770838516392786e+01,7.242706350742440691e+01,1.408693281852139023e+01
1.430231181604242252e+01,4.356088410856623483e+01,7.242810184311187527e+01,1.408509790369683046e+01
1.422415488005067274e+01,3.189631695372032993e+01,1.411206680347848064e+01,1.408218638955814228e+01
1.408361257927960253e+01,3.266298610956011572e+01,7.244035142141460426e+01,1.408249075931577110e+01
1.409568649275079011e+01,2.073253688881709778e+01,7.243941570181686984e+01,1.408546488666174312e+01
1.409455597650816827e+01,2.714627555626284661e+01,1.410778997356986153e+01,1.408325429259348027e+01
7.214261518524654093e+01,3.177231584483455862e+01,1.408694151480018064e+01,1.408243162462000342e+01
1.408629972942552300e+01,3.815790465783905461e+01,7.244003661612242695e+01,1.408272034107580950e+01
1.408380215815721215e+01,3.285975941861124738e+01,7.243907480768831419e+01,1.408222639244057461e+01
1.408786679886337012e+01,3.089413865421783356e+01,1.408575534237330729e+01,1.408258641838245495e+01
1.408924602867936926e+01,3.135950522995803169e+01,1.408735893618207058e+01,1.408188723756778771e+01
1.408209073049145843e+01,3.906832851983470789e+01,7.244065057340495173e+01,1.408229422341513271e+01
1.408289600590735802e+01,4.044617736676000419e+01,7.244106103776381644e+01,1.408172548678230385e+01
1.408172200827078768e+01,4.207324080142358014e+01,7.244005053016849160e+01,1.408178809998958769e+01
1.408221769616178420e+01,4.359823302259025724e+01,7.243994269631150473e+01,1.408189767310233620e+01
1.408243510313151958e+01,4.524642238166862995e+01,7.244053926103644869e+01,1.408180897105868468e+01
1.408292383399948378e+01,4.672872114609842953e+01,7.244080884567893008e+01,1.408186288798717811e+01
1.408186114873142003e+01,4.736673603167920987e+01,7.244124539887414471e+01,1.408187158426596852e+01
1.408174809710715891e+01,4.746401043214761728e+01,7.244131322984870280e+01,1.408168026613260082e+01
1.408164548101744273e+01,4.873501331935496950e+01,7.244135497198689677e+01,1.408234640108786806e+01
1.408186288798717811e+01,6.948866395323179290e+01,7.243995139259028804e+01,7.243980181659510720e+01
