2.790271490812301636e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.314336210489273071e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.498853161931037903e-02,1.554864794015884399e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.562472879886627197e-01,0.000000000000000000e+00,1.285427063703536987e-02,0.000000000000000000e+00,2.193623781204223633e-02,9.064178913831710815e-02,0.000000000000000000e+00,2.789750695228576660e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.393810451030731201e-01,5.309226363897323608e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.065019637346267700e-02,1.163699701428413391e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.175679713487625122e-02,0.000000000000000000e+00,9.637001901865005493e-02,0.000000000000000000e+00,2.026097103953361511e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.193199306726455688e-01,0.000000000000000000e+00,2.137431949377059937e-01,1.602066755294799805e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.448424845933914185e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.462114006280899048e-01,0.000000000000000000e+00,5.687637999653816223e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.433279156684875488e-02,0.000000000000000000e+00,8.013676851987838745e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573995798826217651e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.260935902595520020e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.643327772617340088e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.379409015178680420e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.308397054672241211e-01,0.000000000000000000e+00
1.685821264982223511e-02,0.000000000000000000e+00,1.332162022590637207e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.527068465948104858e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.297594249248504639e-01,0.000000000000000000e+00,4.392258822917938232e-02,1.858710646629333496e-01,1.154621243476867676e-01,1.598698794841766357e-01,1.430109143257141113e-03,4.091430306434631348e-01,0.000000000000000000e+00,1.519696116447448730e-01
